smiles,Serine_threonine-protein_kinase_Aurora-A
O=Cc1c(-c2c(F)cccc2F)nc2sccn12,0.0
COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCCC1CO,1.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21,0.0
Nc1cc(-c2cccnc2)c[nH]c1=O,0.0
Clc1cc(-c2nc3ccccn3c2C=NNC2=NCCN2)c(Cl)s1,0.0
COCc1nnn(-c2nonc2N)c1C(=O)NN=C(C)c1ccc(O)cc1O,1.0
NC(=O)c1nn(C2CCCCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,1.0
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(N)c1,1.0
O=C(Cc1ccccc1)Nc1ccc2[nH]nc(C=Cc3ccccc3)c2c1,1.0
O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2)CC1,1.0
N#CC1=C(c2ccccc2)CC(c2ccc(Cl)cc2)C(C(=O)c2ccccc2)C1=O,1.0
Cc1ccc(-c2cc(-c3cc(Br)ccc3O)[nH]c(=O)c2C#N)s1,0.0
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2CC(F)(F)C2)c1,1.0
O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cn1)c1ccccc1,1.0
COc1ccc(-c2cc3nn(-c4ccccc4)c(N)c3c(=O)[nH]2)cc1,0.0
CCn1cc(-c2ccnc3[nH]c(C(=O)NCCCN4CCN(C)CC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,1.0
NC(=O)c1cccc2c(NC(C(=O)O)c3ccccc3)ncnc12,0.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C3(N4CC(C)OC(C)C4)CC3)ns2)n1,1.0
COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,1.0
CN1CCN(c2ccc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)cn2)CC1,1.0
c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1,0.0
Fc1cc(CCNc2ncnc3ccsc23)ccc1Nc1nc2cc(C(F)(F)F)ccc2[nH]1,1.0
CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5cc(C(C)(C)C)on5)cc4)n[nH]3)cc2)CC1,1.0
CCCc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,0.0
Cc1nc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cn(C)nc5C)nc34)CC2)no1,1.0
CN1CCN(C(=O)c2cc(Nc3ncc4cc(C(=O)O)n(C5CCCC5)c4n3)cn2C)CC1,1.0
OCc1cc(-c2ccc3[nH]ncc3c2)on1,0.0
CNCCOc1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)c1,1.0
COC(=O)c1ccc(Nc2nc(NCCN3CCOCC3)cc(Nc3cc(C)[nH]n3)n2)cc1,1.0
Cn1cc(-c2cnc3c(Nc4cc(C5CCNCC5)ns4)nccn23)cn1,0.0
COc1cc(CO)ccc1-c1cc2c(Nc3ccccc3)ncnc2s1,0.0
O=C(O)Cc1cccc(Nc2ncc3ccn(C4CCCCC4)c3n2)c1,1.0
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Br)c1,1.0
NC(=O)c1cccc2c(NC(Cn3ccnc3)c3ccccc3)ncnc12,1.0
CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3c(F)cc(F)cc3[nH]2)o1,1.0
CC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,0.0
Nc1nc(NC2CCCC2)cc(-c2ccc3c(N)n[nH]c3c2)n1,0.0
COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CCNC(C)=O)nn3)ccc2O)c1,0.0
Nc1ncc(-c2ccoc2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,1.0
O=c1[nH]c2cc(O)ccc2n1-c1nc2ccccc2[nH]1,0.0
COc1cccc(NC(=O)Cc2cnc(Nc3ncnc4cc(OCCCN5CCCC5CO)c(OC)cc34)s2)c1,1.0
CNC(=O)c1cncc(C=Cc2c(C)cccc2C)c1,0.0
CCCCN(CCC#N)C(=O)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,1.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C(c3ccccn3)N3CCCC3)ns2)n1,1.0
O=C(O)C=CC(=O)Nc1cccc(-c2n[nH]c3ccc(NS(=O)(=O)c4ccccc4)cc23)c1,1.0
NC(=O)c1cccc2[nH]c(-c3ccc(N4CCN(Cc5ccccc5)CC4)nc3)nc12,1.0
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccccn1,0.0
CCN1CCN(c2cc(Nc3ncc(-c4ccc(NC(=O)c5ccccc5)cc4)s3)nc(C)n2)CC1,1.0
CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1,0.0
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,0.0
NCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(Cl)c1,0.0
COc1ccc(-c2cc(-c3ccccc3)c3cc(Cl)ccc3n2)cc1,1.0
CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,1.0
O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1,0.0
COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CNc4cc(C)ccn4)nn3)ccc2O)c1,0.0
NC(=O)c1cccc2c(NCc3cccc(NC(O)c4cc(C(F)(F)F)ccc4F)c3)ncnc12,1.0
COc1cc(Nc2ncc3c(n2)-c2cccc(Cl)c2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,1.0
COc1ccc2[nH]c(-c3c(NC4CN5CCC4CC5)c4cc(Cl)sc4[nH]c3=O)nc2c1,0.0
Cc1nc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)n[nH]2)cc(N2CCN(CCO)CC2)n1,1.0
NC(=O)c1cccc2c(NC(CCO)c3cccc(NC(O)c4cc(C5CC5)n[nH]4)c3)ncnc12,1.0
CC(=O)c1cccc(-c2ccc(-c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Br)cnc4[nH]3)cc2)c1,1.0
COc1cc(OC)cc(-c2cn(-c3ccc(O)c(C(=O)Nc4ccccc4C(F)(F)F)c3)nn2)c1,0.0
COc1cc(CO)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,0.0
CCN(CC)CCOc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,1.0
CC(C)c1ccc(N=C2SC(=Cc3ccncc3)C(=O)N2C)cc1,1.0
O=C(Nc1ccc(Cl)cc1)c1nscc1NCc1ccncc1,0.0
COc1ccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(-c5ccccc5)c34)cc2)cc1,1.0
CC1(C)OCc2c(Nc3n[nH]c4ccccc34)nc(-c3cn[nH]c3)nc21,0.0
Cc1cnc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3cccnc3)cn12,1.0
Cc1cnc(Nc2ccc(O)cc2)nc1Nc1ccc(O)cc1,1.0
Oc1ccc(Nc2ccnc(Nc3ccc(O)cc3)n2)cc1,1.0
Cc1nn2c(-c3ccccc3)c(S(=O)(=O)c3ccccc3)cnc2c1Br,0.0
CC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1.0
O=[N+]([O-])c1cc(-c2cn3cc(Cl)sc3n2)ccc1F,0.0
CN1CCN(c2cccc(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)c2)CC1,1.0
NC(=O)c1cc(O)cc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,1.0
CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,1.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.0
O=C(NCCc1ccc(O)c(Br)c1)C(Cc1cc(Br)c(O)c(-c2cc(CC(=NO)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=NO,1.0
Cc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)c(C)n1,1.0
Cc1ccccc1NC(=O)Nc1ccc(-c2coc3ncnc(N)c23)cc1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(C(=O)NCCCn4ccnc4)cc32)cc1,0.0
Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCC(O)CC4)c3)nc1N2C,1.0
c1ccc2c3c([nH]c2c1)-c1n[nH]cc1CC3,1.0
O=C(Cc1ccccc1)Nc1ccc2[nH]nc(C3CC3c3ccccc3)c2c1,1.0
Cc1cc(Nc2nc(CC3(C(=O)O)CCN(C(=O)c4cccc(Cl)c4Cl)CC3)ccc2F)n[nH]1,1.0
COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,0.0
CC(C)CC(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(C)N)C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)O)C(C)C)C(C)C,0.0
COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,1.0
CCc1ccc(N=C2SC(=Cc3ccnc(Nc4ccccc4)c3)C(=O)N2C)cc1,1.0
COc1cccc(C=NNc2ncnc3c2cnn3-c2cccc(OC)c2)c1,0.0
Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,1.0
O=C(c1cccc(C(F)(F)F)c1F)N1CCN(Cc2cccc(Nc3cc[nH]n3)n2)CC1,1.0
CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3cccc(Cl)c3[nH]2)o1,1.0
NC(=O)c1cccc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,1.0
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,0.0
COc1cc(OC)cc(-c2cn(-c3ccc(O)c(C(=O)Nc4cccc(Cl)c4)c3)nn2)c1,0.0
CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5ccccc5)CC4)c(Cl)cnc3[nH]2)cc1,1.0
CNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,0.0
Fc1c(OC2CCC(Cc3cccc(Nc4cc[nH]n4)n3)(c3nncs3)CC2)cccc1C(F)(F)F,1.0
NC(=O)c1cc(NC(=O)c2ccno2)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,1.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Br)c4)c3)ncnc12,1.0
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(F)cc3)n2)n[nH]1,1.0
CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,0.0
c1cc2c(ncc3onc(C4CCCCC4)c32)[nH]1,1.0
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,1.0
COc1ccc(-c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Br)cnc3[nH]2)cc1,1.0
Cn1c(-c2nonc2N)nc2cnccc21,0.0
COc1cc2c(Nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1,1.0
CC(Oc1nc(-c2cnn(C)c2)cc2nscc12)C1CNC(=O)C1,1.0
CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,0.0
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,1.0
Cn1cc(-c2[nH]c3ncc(Cl)cc3c2-c2cccc(CNS(C)(=O)=O)c2)cn1,1.0
Cc1cc(N=Cc2ccc(O)c(O)c2)c2ccccc2n1,1.0
CCN(C)Cc1cccc(NC(=O)Nc2ccc(CCNc3ncnc4oc(-c5ccccc5)c(Cl)c34)cc2)c1,1.0
Cc1cc(-c2cc3ccccc3[nH]2)n[nH]1,0.0
CC(C)(Nc1cccc(C(=O)NCCCC(=O)O)c1)C(=O)Nc1nc2c(C(F)(F)F)cc3[nH]ncc3c2s1,1.0
CN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CCC(=O)C3)[nH]n2)n1,1.0
NC(=O)c1cccc2c(NCc3cccc(-n4c(=O)[nH]c5ccccc5c4=O)c3)ncnc12,1.0
COc1ccccc1-c1nc2ccc[nH]c-2n1,0.0
CCOC(=O)N1CCC(C(=O)N2CCC(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3C)CC4)CC2)CC1,0.0
Cn1cc(-c2ccncc2)cc(N)c1=O,0.0
O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3occ(-c4ccccc4)c23)cc1,1.0
Cc1ccc(NC(=O)Nc2ccc(CNc3nc4ccc(OCCN5CCOCC5)cc4o3)cc2)cc1,0.0
COc1ccc(C(=O)NC2=CC(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)=CCC2)c(F)c1,1.0
O=C(NC1=CC2C=NNC2C=C1)c1nscc1NCc1ccncc1,0.0
COc1ccc(C=NNc2[nH]nc(C)c2C(=O)NCCc2cccnc2)cc1,0.0
O=C(Nc1cccc(Cl)c1)c1ccc(Nc2nc(Nc3ccc(O)cc3)ncc2F)cc1,1.0
Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1,1.0
COc1cc([N+](=O)[O-])c(OC)cc1-c1nc2sc(C)nn2c1C=NNC(=N)N,0.0
COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CC(C)OC(C)C3)n2)cc1,1.0
COc1ccc(Nc2nc(-c3ccn(C)n3)cn3ccnc23)cc1,0.0
COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3)ncnc2cc1OCCCN1CCCC1,1.0
CC(O)CNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12,1.0
CS(=O)(=O)N(CCCN1CCCCC1)c1ccc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1,1.0
Cc1ccc(NC(=O)Nc2nnc(Sc3ncnc4cc(OCCCN5CCOCC5)ccc34)s2)cc1,0.0
CN(C)CCOc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccccc2O1,0.0
Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,1.0
CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccc(F)cc1,1.0
N#Cc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,1.0
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,1.0
Cc1cn2c(-c3cnn(CC(=O)NCc4cccc(C(F)(F)F)c4)c3)cnc2c(Nc2cc(CN3CCCC(C)C3)ns2)n1,1.0
N=C(N)NN=Cc1c(-c2ccc(Br)c([N+](=O)[O-])c2)nc2sccn12,0.0
Cc1cc2[nH]nc(C#Cc3ccccc3)c2cc1NC(=O)Cc1cccs1,1.0
C(=Cc1n[nH]c2cc(N3CCCC3)c(NCc3ccccn3)cc12)c1ccccc1,1.0
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1OC,1.0
COc1cc([N+](=O)[O-])c(OC)cc1-c1nc2ccccn2c1C=O,0.0
Cc1ccc(NCc2ccc(-c3ccc(F)cc3)nc2)cc1,1.0
Cc1cn2c(-c3cnn(CC(=O)Nc4cc(F)cc(F)c4)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,0.0
COc1ccc2c(c1)C(=Cc1c[nH]cn1)C(=O)N2,1.0
CC(=O)Nc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,1.0
COCCNC(=O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,1.0
CN1C(=O)C(=C2C(=O)Nc3ccccc32)c2ccccc21,0.0
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1.0
Cc1cc(C(N)=O)c2ncnc(NCc3cccc(F)c3)c2c1,0.0
O=C(Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,0.0
O=C(Nc1ncc(CCNc2ncnc3ccsc23)s1)Nc1cccc2cc[nH]c12,1.0
CC12Cc3[nH]nc(C(=O)Nc4cnn(Cc5ccccc5)c4)c3CC1C2,1.0
O=C(NC(CO)c1ccc(Cl)c(F)c1)N1CCc2cnc(NC3CCOCC3)nc2C1,0.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,1.0
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(OCCCN(C)C)cc34)c2)cc1,1.0
NC(=O)c1ccccc1Nc1nccc(Nc2ccccc2C(=O)O)n1,0.0
CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(-c3ccccc3)n2)cc1,1.0
COc1cc(-c2nc3ccccc3s2)ccc1Nc1ncnc2cc(OC)c(OCCCN3CCN(C)CC3)cc12,0.0
CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4ccc(CN5CCCC5)cc4)cc23)cc1,1.0
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)C(O)c3ccccc3)C4)cc2)CC1,1.0
CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,1.0
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0.0
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CCC(N2CCCC2)CC1,0.0
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12,0.0
Brc1cnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)nc2c1N1CCN(Cc2ccncc2)CC1,1.0
COc1cc(C(N)=O)c2ncnc(NC(CN(C)C)c3ccccc3OC)c2c1,1.0
Cn1cc(Nc2ncc3cnn(C4CCCCCC4)c3n2)cc1C(N)=O,1.0
Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccc1Cl,1.0
COc1cc2c(Nc3ncc(CNC(=O)c4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,1.0
O=C(O)C=CC(=O)Nc1cccc(-c2n[nH]c3ccc(NS(=O)(=O)c4ccc(F)cc4)cc23)c1,1.0
Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)cn1,1.0
COc1ccc(-n2nc(Nc3cc(C)[nH]n3)c3ccccc3c2=O)cc1,1.0
O=C1Nc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=Cc1[nH]c2c(c1CCC(=O)N1CCCC1)C(=O)CCC2,1.0
COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1OC,0.0
Cc1cc(Nc2nc(-c3ccc4ccccc4c3)nc3ccccc23)n[nH]1,1.0
O=C(O)c1ccc(Nc2nccc(Nc3ccc(F)cc3OC(F)(F)F)n2)cc1,1.0
COc1ccccc1CNc1ncnc2c(C(N)=O)cccc12,1.0
OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1,0.0
O=C(O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0.0
O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC([S+](O)c2cccc(Cl)c2Cl)CC1,1.0
O=[N+]([O-])c1cnc(NC2CCC(O)CC2)nc1Nc1ccccc1,0.0
O=C(Nc1ccccc1)Nc1cccc(C(F)(F)F)c1,0.0
COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,1.0
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc(C#N)cc3)n2)n[nH]1,1.0
CC1=C(C(=O)Nc2ccc(F)c(Cl)c2)C(c2ccco2)n2c(nc3ccccc32)N1,0.0
COCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,1.0
COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,1.0
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N=C1SC(=C2SC(C(=O)Nc3ccccc3)=NN2c2ccccc2)C(=O)N1c1ccccc1,0.0
FC(F)(F)c1cccc(Nc2nccc(-c3cnn4nc(-c5ccccc5)ccc34)n2)c1,0.0
O=C(O)CCc1c(C=C2C(=O)Nc3ccc(Br)cc32)[nH]c2c1C(=O)CCC2,1.0
Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(N)=O)cc1,1.0
O=C(O)CCc1c(C=C2C(=O)Nc3ccc(S(=O)(=O)N4CCCCC4)cc32)[nH]c2c1C(=O)CCC2,1.0
CCN(CC)c1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4ccccc4)nc3)c1NC2,0.0
c1ccc(-c2oc3ncnc(NCCc4c[nH]cn4)c3c2-c2ccccc2)cc1,1.0
CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,1.0
CN1CCN(c2ccc(Nc3ncc4ccn(C5CCCCC5)c4n3)cc2)CC1,1.0
CCn1cc(-c2ccnc3[nH]c(C(=O)NCCN4CCOCC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,1.0
CCOC(=O)c1c(C)n[nH]c1NN=CCc1ccccc1,0.0
Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)Nc2ccc(Br)cc2)cc1,0.0
Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,0.0
CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(Cc3ccccc3)C1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,1.0
COc1cccc(CNC(=O)Cn2cc(-c3cnc4c(Nc5cc(CN6CCCC(C)C6)ns5)nc(C)cn34)cn2)c1,1.0
Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,1.0
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cs1,0.0
COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,1.0
COCCCOC1C=C(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)C=CC1,1.0
CCCC(=O)Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12,1.0
N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)cc1,0.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0.0
NC(=O)c1cccc2c(NCc3cccc(OCCN4CCOCC4)c3)ncnc12,0.0
Cc1c(C(=O)c2coc3ccc(O)cc23)[nH]c(-c2ccccc2)c1-c1ccccc1,0.0
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)Oc2ccccc2)c1,1.0
Nc1nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc2n1CC1CC1,0.0
Cc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,1.0
Cn1nc(C(N)=O)c2c1-c1nc(NCc3ccc(S(C)(=O)=O)cc3)ncc1CC2,1.0
CCc1cc(NC(=O)Nc2ccc(-c3cnc(Nc4cc(N5CCC(N)C5)nc(C)n4)s3)cc2)no1,1.0
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)[nH]n3)cc2)no1,1.0
c1cc2c(ncc3ccc(C4CCCCC4)n32)[nH]1,1.0
O=S(=O)(Nc1ccc(CCNc2ncnc3oc(-c4ccccc4)c(-c4ccccc4)c23)cc1)c1ccccc1,0.0
COC(=O)c1cccc(NC(=O)c2cc(-n3cc(-c4cc(OC)cc(OC)c4)nn3)ccc2O)c1,1.0
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4csc(N)n4)c3)ncnc12,1.0
O=Cc1c(-c2ccc([N+](=O)[O-])cc2)nc2sc(F)cn12,0.0
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2[nH]ncc2c1,0.0
NC(=O)c1cccc2c(NCc3ccccc3Br)ncnc12,0.0
CC1=C(C(=O)Nc2cc(Cl)c3[nH]ncc3c2)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,0.0
CN(C)c1ccc(-c2nc3c(N4CCN(Cc5ccncc5)CC4)c(Br)cnc3[nH]2)cc1,1.0
Cc1ccc(C)c(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,1.0
CCc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,0.0
Cc1cc2[nH]c3c(c(=O)n2n1)CN(Cc1ccccc1)C3=O,0.0
Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4ccc(F)cc4)cc3)c12,1.0
Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1Cl,1.0
COc1ccc(C(=O)Nc2cccc(C(CCN3CCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,1.0
COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(Br)cc(C)c5o4)cc3)c3c(N)ncnc32)CC1,1.0
O=C(Nc1ccc(Br)cc1)Nc1ccc(COc2ccc3nc(NCCN4CCOCC4)oc3c2)cc1,0.0
